ord,ecs,f1x,f1y,f1z,f2x,f2y,f2z
6.0,0.03543967671236013,-0.017007663437546377,2.3594778053070312e-18,5.6285412637888195e-18,0.017007663437546366,-2.3494358343681414e-18,5.628541263788818e-18
7.0,0.03543968090756108,-0.017005503773596872,3.1787167009413795e-18,5.628587605520947e-18,0.017005503773596872,-2.133759978257085e-18,5.628587605520954e-18
8.0,0.18392222900800945,0.0045390140985778525,2.2838792475218485e-18,4.831260730061317e-18,-0.004539014098577859,-1.288715070899578e-18,4.831260730061337e-18
9.0,0.183922228986293,0.004539021506040049,1.6191894197997417e-18,4.8312614354964024e-18,-0.004539021506040051,-1.9049045399360297e-18,4.831261435496398e-18
10.0,0.08837911888641968,-0.013080616253471736,-1.7666282405019263e-18,5.871744428158635e-17,0.01308061625347176,5.785173218735124e-18,5.871744428158638e-17
11.0,0.08837911888641864,-0.013080616251235262,-1.2107090469594906e-18,5.87174442816658e-17,0.013080616251235303,7.827860646196268e-18,5.871744428166585e-17
12.0,0.321299578792515,0.028409759560929195,-5.571651598151225e-18,7.774677995366562e-17,-0.028409759560929223,-4.526655849901528e-18,7.774677995366567e-17
13.0,0.3212995787925151,0.028409759560930326,-3.488220633086694e-18,7.774677995366563e-17,-0.02840975956093032,-4.69733335159216e-18,7.774677995366564e-17
14.0,0.3163797312532532,0.11301397259793644,-7.405330080479595e-18,2.8668287880981077e-16,-0.11301397259793647,8.304225966617578e-18,2.866828788098111e-16
