dl,ecs,f1x,f1y,f1z,f2x,f2y,f2z,f3x,f3y,f3z
0.12563176895306857,102.16621806222231,6.309836604472741,-5.334681802525244e-16,0.0,-6.309836604472742,-2.667340901262622e-16,0.0,-1.1975107417228033e-16,-4.189816105431222e-15,0.0
0.1430288351688525,108.0884318018098,3.1531074489980346,-4.001011351893933e-16,0.0,-3.1531074489980377,0.0,0.0,-2.4246121084300203e-15,-5.217415731513406e-16,0.0
0.16042590138463647,111.29327276124573,0.8066794421542978,-6.668352253156555e-17,0.0,-0.8066794421542973,3.334176126578278e-17,0.0,-2.3543200933855685e-15,-4.290725635268912e-15,0.0
0.1778229676004204,112.84279475447889,-0.8205717103366308,1.667088063289139e-16,0.0,0.8205717103366285,0.0,0.0,1.3658576973378793e-15,-3.0574703072021895e-15,0.0
0.19522003381620434,113.36425110947904,-1.862912555191879,3.334176126578278e-16,0.0,1.8629125551918788,1.333670450631311e-16,0.0,-1.069262128327111e-15,-1.2774905491297981e-15,0.0
0.21261710003198828,113.24946610163036,-2.443967055383836,2.667340901262622e-16,0.0,2.443967055383834,0.0,0.0,4.0825349458812023e-16,-5.57273811223992e-17,0.0
0.2300141662477722,112.75883566412301,-2.668404805313105,4.001011351893933e-16,0.0,2.668404805313107,2.667340901262622e-16,0.0,3.935016239111226e-16,-3.303175172504014e-16,0.0
0.24741123246355617,112.07432600821947,-2.6239879412171367,6.668352253156555e-17,0.0,2.623987941217136,-2.0005056759469665e-16,0.0,3.744736651299626e-16,-2.2642424315868536e-16,0.0
0.26480829867934014,111.32668185328767,-2.384673022988172,3.334176126578278e-16,0.0,2.384673022988172,1.1336198830366144e-15,0.0,-1.0080681634020926e-15,8.980143125050593e-16,0.0
0.28220536489512404,110.60987305125175,-2.012848030425984,2.667340901262622e-16,0.0,2.012848030425985,-1.333670450631311e-16,0.0,-1.3071254777918125e-15,4.117523885691113e-16,0.0
0.299602431110908,109.98938436439185,-1.5607195593967684,7.335187478472212e-16,0.0,1.5607195593967669,-2.0005056759469665e-16,0.0,-7.956162872130984e-16,6.751623592089263e-16,0.0
0.3169994973266919,109.50764733588669,-1.0712207970375072,6.334934640498729e-16,0.0,1.071220797037506,6.668352253156555e-17,0.0,1.1036815192568732e-15,3.407818048940391e-17,0.0
0.3343965635424758,109.18819742025755,-0.5787463640519463,-4.3344289645517613e-16,0.0,0.5787463640519468,-8.335440316445695e-17,0.0,4.6231592249334165e-16,-5.526543449413315e-16,0.0
0.3517936297582598,109.03925138683897,-0.1098848473964496,-1.667088063289139e-17,0.0,0.1098848473964496,1.1669616443023974e-16,0.0,-4.2193370824962485e-16,3.685470164445892e-16,0.0
0.3691906959740437,109.05695708530753,0.3157884653921331,-1.1669616443023974e-16,0.0,-0.31578846539213334,-2.1672144822758807e-16,0.0,1.9309823459604903e-16,-6.724801420913786e-17,0.0
0.3865877621898277,109.22836666623022,0.6848606750867845,-2.5006320949337088e-16,0.0,-0.6848606750867842,-4.3344289645517613e-16,0.0,4.286683012420208e-17,8.394747041801746e-17,0.0
0.40398482840561156,109.53411082651157,0.9892030430235709,-2.333923288604795e-16,0.0,-0.9892030430235689,1.667088063289139e-16,0.0,-1.478133299214547e-16,-1.81106111527159e-16,0.0
