zpos,ecs0,f1x0,f1y0,f1z0,f2x0,f2y0,f2z0,ecs1,f1x1,f1y1,f1z1,f2x1,f2y1,f2z1,ecs2,f1x2,f1y2,f1z2,f2x2,f2y2,f2z2
0.6,1.6724728612358362,-0.09595963384633312,1.7207143963233115e-14,0.014266973641195984,-0.09595963384606868,2.89728387973516e-14,-0.014266973641254637,2.0341613383618986,-0.08773814012181552,1.6131742251831303e-14,0.018118483997808035,-0.08773814012183417,1.9678376682977634e-14,-0.018118483997835264,1.8307622731435984,-0.06562577403855438,2.1081611580588272e-15,-0.010079223306049805,-0.06562577403855263,3.3054289108323934e-15,0.010079223306043973
0.611864406779661,1.5594516509108307,-0.08775355485611946,-1.4033009182379534e-13,0.11836442693524706,-0.08775355485621122,4.9166317917430384e-14,-0.11836442693534575,2.733191748340542,-0.08465662982268224,8.106364303816701e-15,0.09177277395832911,-0.08465662982273377,9.05613402777006e-15,-0.09177277395831092,2.109635471112485,-0.07516862300058032,4.081798693360424e-15,-0.0023423793626798505,-0.07516862300058305,-1.2329041494392637e-15,0.0023423793626790143
0.623728813559322,5.293940104397817,-0.12913954459119448,-1.8783656789593592e-13,2.146772440875625,-0.12913954459163582,-2.1602999294519553e-13,-2.1467724408757087,2.3210745705123768,-0.1063332268718375,6.3701416112486614e-15,0.032515927616546064,-0.10633322687196091,2.3399406383744695e-15,-0.03251592761655034,2.2169714997451546,-0.0767697551009906,2.472542821992633e-16,0.010634282082430883,-0.07676975510098948,-6.040557112919252e-16,-0.010634282082429685
0.635593220338983,2.6740241543098002,-0.11431900774454519,1.063256407538827e-15,0.2247353364789408,-0.11431900774462672,-2.189294320552221e-14,-0.22473533647876187,1.9851407528805707,-0.05295594341880902,-5.957928380817497e-14,0.3435468489462628,-0.052955943418735794,2.3536694730493622e-14,-0.3435468489462147,3.315874912584958,-0.07310203195892383,2.838611392693589e-16,0.39167387135826975,-0.07310203195892775,7.143826982810294e-17,-0.3916738713582695
0.6474576271186441,2.2493320232151053,-0.09827110629667467,7.619411351917747e-16,0.10560023682055591,-0.09827110629669981,1.0437573931610971e-14,-0.10560023682058411,1.8596380690604835,-0.08783982675800754,1.647288464681305e-14,0.023259742140870926,-0.08783982675798058,3.3699814065134672e-15,-0.02325974214088334,2.523732579745863,-0.09212160311673216,5.888779811455091e-16,0.02906035841634049,-0.09212160311673268,2.9039878742033557e-16,-0.029060358416340117
0.659322033898305,2.1433392294510987,-0.05158465472089958,-5.888917453428894e-15,0.23924637703627177,-0.051584654720917354,-4.582032260382688e-15,-0.23924637703618848,2.0040909664346405,-0.08889859392661104,-3.898702475482841e-15,0.0012001538608250898,-0.08889859392658774,-1.5655094243048153e-15,-0.0012001538608270921,2.3804419242101336,-0.09364210507978246,3.101376928937852e-16,0.03173621738778595,-0.0936421050797819,-2.8248826219027146e-16,-0.03173621738778658
0.6711864406779661,2.2594923288474957,0.09975266147078768,6.753759327067814e-14,1.1664241804660862,0.0997526614702138,-3.2016730642082385e-13,-1.1664241804663757,1.999571802295947,-0.09417372850250412,2.7305764574105903e-17,-0.00715091033996249,-0.09417372850249157,4.4385562461578345e-16,0.0071509103399551585,2.3149528741829237,-0.09392539720547606,3.0220368879774906e-17,0.0019208577337439428,-0.09392539720547599,2.8699832049506547e-16,-0.0019208577337437522
0.6830508474576271,1.9804685093341983,-0.08313252406616374,1.3532148071184219e-14,0.20960455764087219,-0.08313252406613111,2.0794940196251067e-15,-0.20960455764080563,1.9369587055893058,-0.09578659233568107,1.1027535548348293e-15,-0.0023536979630758817,-0.0957865923356678,4.509121650125298e-16,0.002353697963077069,2.2808096213474407,-0.09305344002550751,-2.1402605192545472e-16,0.013173158156982862,-0.09305344002550743,1.7093698789007234e-16,-0.013173158156982489
0.6949152542372881,2.023139477120968,-0.10289327380629408,4.861225815546164e-15,0.09433073000672909,-0.10289327380621338,1.651094876128147e-15,-0.09433073000671602,1.8209978531481597,-0.09274560959779776,4.4336703165489463e-16,0.07706925148414989,-0.09274560959780433,8.758831908784315e-17,-0.07706925148414755,2.568469548235629,-0.08808202814918392,-6.48266261563275e-17,0.10629820016604873,-0.08808202814918371,1.3484767518688227e-16,-0.10629820016604877
0.7067796610169491,2.142067507488242,-0.12254200643896525,-2.546075633455951e-14,1.8046146625054602,-0.12254200643898164,-8.079127892765724e-15,-1.8046146625054011,3.1723544117694513,-0.10642109918089862,-1.3206230725820555e-16,0.9516476196651877,-0.10642109918089838,-7.353658302011668e-16,-0.9516476196651893,2.772712910306145,-0.097377787936349,5.0228695027143735e-17,0.06541709746496029,-0.09737778793634916,-1.9481005865944246e-16,-0.06541709746496002
0.7186440677966102,1.9977785965588388,-0.11299099790755367,-1.878853893454054e-15,0.05226645843208069,-0.11299099790755864,-2.003091081543894e-15,-0.05226645843208833,2.1534455468097686,-0.1034552710874511,1.903959414579256e-16,0.05864722333438407,-0.10345527108744909,7.85195089876219e-17,-0.058647223334384206,2.537968611625242,-0.0992670335265305,-9.009883805982541e-17,0.020724379797768873,-0.09926703352652987,-2.2900987602507073e-16,-0.02072437979776872
0.7305084745762711,1.9632570965982483,-0.1117931917899605,1.2786798645515401e-16,0.03471168088130427,-0.11179319178995899,2.040306733401662e-16,-0.03471168088131898,2.015087177869681,-0.10095848032703608,-3.3044428420931793e-16,0.03417915718129204,-0.10095848032703651,-1.3472986945575561e-16,-0.03417915718129268,2.6625201273468195,-0.09905476081397066,4.483222686087527e-16,1.9125535978900408,-0.09905476081397052,-1.4392683293391194e-16,-1.9125535978900408
0.7423728813559322,1.9115486899713772,-0.11021771331950904,4.684026734979672e-16,0.05157946854651847,-0.11021771331950869,-1.1125576150078914e-16,-0.05157946854651257,1.9424773335168275,-0.09846798518947994,3.400237227157269e-16,0.03996043188568644,-0.09846798518948087,-4.58689764907234e-17,-0.039960431885684884,2.830021770013556,-0.09627689117521075,4.3728504605036796e-16,0.133530051999637,-0.09627689117521128,8.233778082723703e-16,-0.13353005199963763
