ka,ecs,f1x,f1y,f1z,f2x,f2y,f2z,ecs,f1x,f1y,f1z,f2x,f2y,f2z,ecs,f1x,f1y,f1z,f2x,f2y,f2z
0.09491216476102093,0.000242562449778296,-0.008748300756345554,6.281583642714335e-17,-0.0016707911657538501,0.008716177045675013,2.1057795054983596e-16,0.0017015990044109528,0.0002364992595366375,-0.0014316975391316345,-3.29053343738261e-17,-0.000572355542540959,0.001400638277747488,-6.7513060057627e-15,0.0006025743279530456,0.00022213494828351071,-0.0003144706306732938,-1.1061135918320522e-21,-0.00010509320733750374,0.0002851670471383784,1.1362731700405525e-18,0.00013309891524576677
0.25417155986849677,0.010440724224542225,-0.010528741799276698,-1.6772463651861418e-16,-0.0002728887880213825,0.009123998559524423,-5.667331788914316e-16,0.0015497174206403378,0.008376286000138499,-0.002461266404075032,-3.371520351754833e-17,0.00010780000946800311,0.001317702874224241,1.4408496234478566e-18,0.0008618416426442157,0.005328058991383186,-0.0007958388825981012,1.263647324727104e-18,2.973731356776578e-05,2.714485324923968e-05,1.6201488686380665e-18,0.00047927083062336784
0.41343095497597254,0.05252920125821334,-0.015455958351360231,1.9832141887146133e-16,0.0032793538236781036,0.008171185101559609,7.234455258545234e-16,0.002591318129689552,0.030067269484383125,-0.004046106420864288,4.161965499970684e-17,-9.773448045901568e-05,-0.0003677447232075515,-2.359111794145691e-18,0.002711682410090321,0.01857986474014677,-0.0006776991863485555,-6.667046150118138e-18,-0.0010345123054206872,-0.0019237102005027792,3.8092910417087154e-18,0.0025110216841808574
0.5726903500834484,0.12281442082197712,-0.021286091088724635,-1.1602371321340147e-15,0.005048917334321978,0.0035771194523348936,1.201055387526775e-15,0.006471912598666374,0.062024183024939346,-0.0034245875496083187,4.818230773563951e-18,-0.0035666415159725353,-0.005571273662395383,-8.349953476245831e-18,0.007822181593550609,0.11346315025107144,-0.0056593469740862995,-7.7541598523111e-18,0.007902398462596398,-0.007252867706911406,-2.15540400227184e-18,0.007851006787393814
0.7319497451909242,0.19844901339887366,-0.023099644181039714,-9.080582405330327e-16,0.00012519615445262585,-0.006154387372773358,4.22421652981763e-16,0.014191236737537295,0.17850729305018342,-0.006244426287081799,-7.6931595562650235e-19,0.0030099825629762212,-0.01510060896513042,4.8873870829968255e-18,0.0169559908370117,0.34383831797897707,-0.02332711396053799,-1.1168823277850298e-18,0.03155275919664038,-0.016560756669044135,-1.3145272343228875e-17,0.016986194739545785
0.8912091402983999,0.2907321169521796,-0.020608407182101496,-1.1707316759032707e-17,-0.006619549925595487,-0.020378566202885154,2.635510873880778e-17,0.025273671115031714,0.47384995859023976,-0.024324965586751533,-2.9196397394605095e-18,0.03569634605839922,-0.02725597856587101,4.108287050102695e-18,0.02833804889627513,0.5040954830187364,-0.03450604569922988,-9.461179778564438e-18,0.031062591880068942,-0.029121910188446235,1.5712451039362863e-18,0.029000983561942036
1.050468535405876,0.4526582802968452,-0.020868707160790728,-4.1368522540322806e-17,-0.00047447803390904405,-0.0357338238301927,7.10929010936593e-18,0.03698698575140459,0.8355731269217466,-0.05121076167723899,5.711270459056863e-18,0.07175450915823663,-0.03886273842485394,3.278352352648867e-18,0.038308500855089876,0.6023571252709224,-0.03457794772757947,-1.499562258983065e-17,0.020607293561296546,-0.04219874826552088,1.3072161825680345e-18,0.04153185174622716
1.2097279305133517,0.701165851146757,-0.029625066523571383,8.445118655601097e-17,0.024943071012843727,-0.04754036508516413,4.057900359766624e-18,0.04489829787528595,1.06215230486438,-0.066840168316051,-1.983868804676204e-19,0.07696950888323402,-0.048148940889666,1.5138007053546543e-17,0.04542890374692974,0.887582103310953,-0.048183221977037796,1.647380595177917e-19,0.05082293009111014,-0.05146236631395216,4.807587379708386e-18,0.05053271193791926
1.3689873256208274,0.9670359201853802,-0.04228443061845518,-9.157171417106767e-17,0.055095494726128076,-0.05349062245327333,2.0923063203352243e-18,0.04672735643681784,1.1397205468354734,-0.0667811571509604,-1.1297525195439832e-17,0.058051585728044815,-0.05466316591033134,8.810723382836067e-19,0.05014519688819554,1.1904958039198459,-0.06574289914695426,8.187126955225411e-18,0.07555810458607524,-0.056942810262645596,6.226602966516278e-18,0.05668802355249215
1.5282467207283033,1.183910938494233,-0.05100700297555207,6.214739617180835e-18,0.07348062047082898,-0.055318249258948377,-4.677165823347352e-18,0.04459046564154049,1.1834964103290113,-0.06112540857986709,1.5299558054582343e-17,0.04414954970975824,-0.058369497510747236,-6.401671449162381e-18,0.0525888689389036,1.3063995361408365,-0.06784775619929065,8.804788216012273e-18,0.062378967495870914,-0.06101018112644979,-9.083786769679788e-18,0.06167864675779298
1.687506115835779,1.3554651545790035,-0.05524850025674382,2.5708666761101214e-19,0.07907747028485757,-0.05615768573627079,3.020104263133189e-18,0.041975484640448944,1.2684436879873469,-0.056857005285489266,-2.6233494256323197e-18,0.04560803825242301,-0.06053074177563845,2.2142740654818067e-18,0.053853054532498945,1.3537140327458754,-0.060629481927704225,1.0711262258390443e-17,0.05121052362927588,-0.06506449413409074,3.879423004213946e-18,0.06476801355566411
1.846765510943255,1.5064765568851113,-0.05896117194209618,1.1176753921221646e-18,0.07882104119969072,-0.0579401149934581,9.210247129948905e-18,0.040984842629384136,1.3979215966291707,-0.055353756185885894,1.1293883200077887e-17,0.05377401270791698,-0.06314649800694129,5.585655305725587e-18,0.05580238122392778,1.476260073000524,-0.05555506026977664,7.26142966927744e-18,0.059583761007651816,-0.07088319877101294,3.779937570841301e-18,0.06650727992769206
