freqs,ecs0,f1x0,f1y0,f1z0,f2x0,f2y0,f2z0,ecs1,f1x1,f1y1,f1z1,f2x1,f2y1,f2z1,ecs2,f1x2,f1y2,f1z2,f2x2,f2y2,f2z2
5.46,0.00036362015808174,-3.349619426481941e-05,-1.5889802442062483e-17,0.010701108126749277,-3.3496194264821656e-05,1.6332307396636302e-16,-0.010701108126735555,0.0003529727896115055,-3.250185776363006e-05,3.379973062420923e-17,0.0014662112025964746,-3.250185776335394e-05,-1.2551145236488548e-14,-0.0014662112025908872,0.00034617907983846007,-3.1914358911999974e-05,1.3449073128927422e-18,0.00030619111766283307,-3.1914358912000224e-05,1.3452586687939121e-18,-0.00030619111766311117
6.399678544532803,0.0006825415931954455,-6.288055887315708e-05,4.664887101822021e-17,0.010764552348707435,-6.28805588731675e-05,-1.3524907553869474e-16,-0.010764552348715041,0.0006607833833674119,-6.086756023882279e-05,5.716659495730454e-17,0.0014939227062923772,-6.086756023907748e-05,9.712782432555742e-15,-0.0014939227062911132,0.0006445614161540742,-5.947660340672531e-05,-1.972658805278454e-21,0.0003209314823545877,-5.9476603406724304e-05,9.826612250395212e-19,-0.0003209314823569208
7.501077925522615,0.001278606635250535,-0.0001178082431806141,-2.1894985513479433e-16,0.010852707669830796,-0.00011780824318060603,-9.311753872673497e-17,-0.010852707669831173,0.0012333239656502587,-0.00011366308438991591,3.6734124030855086e-16,0.0015333929968664407,-0.00011366308439016663,4.100234968074586e-14,-0.00153339299685832,0.001194184532517535,-0.00011032952971487492,-2.2940620611591755e-17,0.00034237682419687473,-0.00011032952971487493,4.278492646658944e-18,-0.0003423768241960165
8.79203067048273,0.0023886832483441074,-0.00022012132092634048,-1.9504229879332546e-16,0.010975559853601137,-0.00022012132092632335,3.112671394000286e-16,-0.010975559853588928,0.0022926067164097444,-0.0002114269851311645,2.0709963020068364e-18,0.0015899935658240205,-0.00021142698513116422,2.0731629475808706e-18,-0.0015899935658229567,0.002197634613486406,-0.00020337804443382502,-1.1112400042530236e-21,0.0003735959208056478,-0.0002033780444338246,2.0731032806301895e-18,-0.00037359592080601163
10.30515934885763,0.004446050069509171,-0.0004097850635261449,-7.025098216874087e-17,0.01114728917805887,-0.0004097850635261277,8.737475645885421e-16,-0.011147289178052001,0.004238292791751821,-0.0003912054223916858,1.1818839229445787e-17,0.0016715764411687922,-0.0003912054223916825,4.523621685890222e-18,-0.001671576441168566,0.0040076789606775355,-0.00037172450890025536,3.0167390880283487e-18,0.00041860380830264045,-0.0003717245089002557,1.5074386133844836e-18,-0.0004186038083024439
12.078700949244652,0.008234260654496853,-0.0007590913882903967,3.933581680404033e-17,0.011387951881748048,-0.0007590913882904531,6.586566481961105e-16,-0.011387951881752867,0.007777242324422198,-0.0007186907069018584,4.40948697803207e-18,0.0017892648769626497,-0.0007186907069018632,-8.644524013504476e-21,-0.0017892648769619384,0.007219852115876524,-0.0006716841712235875,3.716129797391208e-17,0.0004816348566097285,-0.000671684171223585,3.998667264793899e-18,-0.0004816348566101133
14.157473133829482,0.015148377048785666,-0.0013967549535975543,7.31606085543942e-16,0.011725477406989352,-0.0013967549535975718,4.338495398764894e-17,-0.011725477406993713,0.014129278697787072,-0.0013076322464248757,3.2347303714624613e-18,0.0019576882199305373,-0.0013076322464248868,3.1882098797226792e-18,-0.001957688219931585,0.0127963311708419,-0.001195233094941269,-3.3584913242019003e-21,0.0005642114903458472,-0.0011952330949412688,6.418616385213971e-18,-0.0005642114903461112
16.594006787430054,0.027619326263506695,-0.0025469459912810986,-6.202437231064486e-17,0.012197286292367887,-0.002546945991281296,-3.593592123706433e-16,-0.012197286292374728,0.025327324376605894,-0.0023484320353492584,6.575143675152269e-18,0.0021928561542070776,-0.002348432035349287,6.5734724621576645e-18,-0.0021928561542078613,0.022196092861779537,-0.0020839934691628905,2.3204396682920826e-18,0.0006568785733568804,-0.002083993469162889,2.3155877909965844e-18,-0.000656878573356901
19.449873480832935,0.04975658785053869,-0.004587943798321663,2.291492364844112e-17,0.012849238263757813,-0.0045879437983213775,2.755564205020837e-16,-0.012849238263756252,0.04459030996621815,-0.004144280612508836,3.362304002650026e-18,0.0025030593283215776,-0.004144280612508839,3.393276609003117e-18,-0.002503059328321462,0.03743350960648285,-0.003537769801276192,3.3777471999665485e-18,0.0007201936929462848,-0.0035377698012761956,6.8105450556777954e-18,-0.0007201936929462675
22.797241393619792,0.08820524268445532,-0.008128657692287678,7.2415964387123755e-16,0.01372569540030062,-0.008128657692287383,-1.2592138609871349e-15,-0.013725695400294278,0.07662293656070501,-0.007141661302658903,4.885908018055862e-18,0.002862465897963948,-0.007141661302658896,4.918713991929838e-18,-0.002862465897964309,0.060932099405044016,-0.005803459555267388,5.078057992684451e-18,0.0006503003930121481,-0.005803459555267389,5.077630816832618e-18,-0.0006503003930121497
