zpos,ecs,f1x,f1y,f1z,f2x,f2y,f2z,ecs,f1x,f1y,f1z,f2x,f2y,f2z,ecs,f1x,f1y,f1z,f2x,f2y,f2z
0.6,1.3054241048040467,-0.0642989291478738,-4.512272657332486e-14,0.03649549426579702,-0.04751259720696822,2.7407224079999266e-14,0.02138401474425852,1.5929560621441075,-0.05865641091240993,-3.635098035273441e-15,0.07196997416548949,-0.05041501628834928,1.9049670221391526e-14,0.020194172785493094,2.198512266936624,-0.04645394116996745,1.6185414061140316e-15,0.06008403366181284,-0.046043831215088864,4.356716896674133e-15,0.04958697774146583
0.611864406779661,1.3080099731339665,-0.0461239881399734,-1.5632352405951253e-13,0.07327762818530148,-0.0592227607490066,1.0704121572460899e-13,-0.012675192683560824,2.56520605885739,-0.05690246277166448,3.185616416819769e-14,0.2155429632032321,-0.08811561811672101,-1.2083725513866386e-14,-0.04709963196888556,1.9578191660540336,-0.052356575925975674,2.079143326041786e-15,0.06538682553341552,-0.05251455237037809,-2.609684658258236e-15,0.042528721719118506
0.623728813559322,2.604470810588893,-0.04015101133591596,-3.931969109603454e-13,0.8175998080853059,0.020590982601343018,-4.12649586509775e-13,-0.6659814915784118,2.3220573632176564,-0.07725363661636629,-7.371406374255122e-15,0.12164378360348674,-0.054757044364504195,-8.173363795282481e-15,-0.0007912780026090283,2.0518669623502945,-0.05285147456976864,-1.3086460326277616e-16,0.06777943087121113,-0.06376407819028247,-1.218550319969144e-15,0.04099200395060978
0.635593220338983,1.578392183683386,-0.11004056634118999,-1.546583513657515e-14,0.1282750241758187,0.004661614102286839,-2.3293187015887376e-14,-0.05745364377080594,1.8926145373865089,-0.05517173915054818,-1.0340032978606227e-14,0.14016930426875654,-0.027536127827545075,-3.2975461655495114e-14,-0.04673270491489022,2.296266626124331,-0.052771877559163474,4.795465775864391e-16,0.12876916727428653,-0.04460024551148007,-1.6196390020582689e-16,-0.019295915608578396
0.6474576271186441,1.4561274854444493,-0.10211909271645507,-1.1547131755459835e-14,0.10990684176373092,0.0013580876163537018,4.817895485904887e-15,-0.04407615960635646,1.7127137424094578,-0.04297365817180031,2.788045157238819e-16,0.08118748156907891,-0.06446727516607072,-7.938660205652407e-16,0.031301305273689545,2.166162697400512,-0.07056606948575939,7.573812697491235e-16,0.06817252351387344,-0.06223529862240681,-1.8640410971886282e-16,0.029969908205349494
0.659322033898305,1.5433249449320767,-0.08356083822652509,5.518097761697868e-14,0.3508337314826313,0.03425862615184485,-4.654371529603662e-14,-0.257281292553085,1.7760772573502226,-0.04983792839028713,-3.3715620254342387e-15,0.07388721178691776,-0.06760410285280385,-2.7587904440365126e-16,0.03268363113708219,2.1515140541095383,-0.07108583657905727,-7.530890009256601e-17,0.06311871619892032,-0.0645595115854998,4.121410622093466e-17,0.03162698221070312
0.6711864406779661,3.965601318450514,0.012480611539711946,5.951428538916579e-13,1.6207156560203018,-0.08531806297272633,-2.3327322312644603e-13,-1.2944975639194942,1.8294212303963568,-0.056664613055089685,3.862819604375326e-16,0.06726781186453681,-0.0667455428863606,7.538772587777342e-16,0.035074295585404806,2.131038190765315,-0.0701211516653553,9.986204150928454e-17,0.06112837998941425,-0.06670335660134083,1.5343611564807206e-16,0.03147490676965372
0.6830508474576271,1.698005117073401,-0.017698266505418576,4.981331517761e-14,0.2736042273539939,-0.06623959049477578,-3.237452286722611e-14,-0.1664798381687312,1.8514683903437248,-0.05865554770404237,8.776309885413374e-16,0.0654723148779155,-0.06645946736453016,-3.161162357038857e-16,0.0346452181609756,2.1089817386097756,-0.06676464761699273,2.567418895350775e-16,0.06931119786186232,-0.07003087968794236,-9.700861118705228e-17,0.02379752676975191
0.6949152542372881,1.5370113625818518,-0.04737252830484691,-1.4378076318152027e-14,0.12891546685454416,-0.06071607777024759,-2.285887808945124e-15,-0.04563913017879657,1.8650703176339132,-0.05419644841797328,-5.636882164572455e-16,0.0802392250425968,-0.06806237701082592,-3.7697779701732955e-16,0.019814206921690832,2.292812019325218,-0.058695332075594776,-2.6816800479601355e-17,0.14531364882850437,-0.07535372543131762,3.389525010150589e-16,-0.028887832321831227
0.7067796610169491,1.5023147226935616,-0.07150083855138831,-3.084277531133199e-14,0.33384567183807823,-0.044880828420938955,1.046840874248542e-14,-0.2563234201662835,2.07479510456075,-0.07194285022204068,-1.2380679467663471e-15,0.2640324794528599,-0.036180426163251136,-8.17475539889954e-16,-0.1506786431434799,2.4428085762311644,-0.07918077576258048,1.71496515097075e-16,0.12439624852868429,-0.058905082785482336,-1.3954981192127897e-16,-0.011986999017781105
0.7186440677966102,1.4595156428125031,-0.06327512494846742,-3.714141865119135e-15,0.07616344023586387,-0.05482527146052763,2.8468878935719046e-15,-0.003181042973371959,1.8926895077661992,-0.07102320818646374,-2.061099884871282e-16,0.07952150455396156,-0.05761270310208615,2.5259639192716028e-17,0.01748874812925672,2.2389772310038882,-0.08016499038466136,2.3234054298117358e-17,0.08340754453874293,-0.056874568540663854,-1.2032372243196074e-16,0.010847031630893867
0.7305084745762711,1.4358980167013062,-0.06319237001922742,1.190818200841173e-15,0.06820692716157814,-0.05533831633866307,-3.1033314981213057e-15,0.0028250542525000517,1.863412909055148,-0.06850940932146529,-2.0234871333739216e-16,0.07742109156242934,-0.06018949180738398,-1.9723976426435067e-16,0.017379096062238,2.1032602962303883,-0.08101346526706464,6.4785185492014535e-18,0.15369951743731067,-0.0489379624197149,3.325704857843006e-16,-0.06604287936243401
0.7423728813559322,1.4107673038053568,-0.06126589934257408,-4.190982479094259e-16,0.0721806671164439,-0.056811837495024546,-4.796961516860209e-16,-0.002536195127697611,1.8223503065221989,-0.06572590164857288,-3.952485386916384e-16,0.10216508077898498,-0.06216108491121899,8.017579635784309e-17,-0.008446381954791514,2.0534992189412953,-0.0761063451038577,-4.638402810219118e-16,0.1796756352161153,-0.04809543234592127,3.6730227663883867e-16,-0.07394429351100279
0.7542372881355932,1.3767559350704315,-0.05326851470646589,-6.401689312230289e-16,0.12598453007839688,-0.062108783726570777,5.726227084950311e-16,-0.05691123816351204,1.8683432719721997,-0.05594298550591744,-1.069690218999101e-16,0.31980325954245176,-0.07482063003234095,-2.7473796869852384e-16,-0.20489130996776225,2.6148313635740044,-0.08258830368327977,3.8916608047935684e-16,0.19055260715167782,-0.08846020566824661,-1.0234777516487095e-16,-0.03474589728870901
0.7661016949152541,2.5870772545868244,-0.030107865271247397,5.004793654272579e-15,4.131868272307614,0.0015762020564747054,1.2302035813247208e-15,-3.926285507223793,2.7429164400575905,-0.0746898841461463,1.076360469956652e-17,0.47130262019418223,-0.07839662159218755,-6.80525792948587e-17,-0.2987713190104649,2.6557551687691006,-0.08994560813868611,3.524806791947135e-15,1.167054994817637,-0.05230488977041542,-2.2651397496334775e-15,-1.1070745487761056
