bl0,bl1,bl2,ecs0,f1x0,f1y0,f1z0,f2x0,f2y0,f2z0,ecs1,f1x1,f1y1,f1z1,f2x1,f2y1,f2z1,ecs2,f1x2,f1y2,f1z2,f2x2,f2y2,f2z2
0.033222591362126276,0.06042296072507558,0.09345794392523372,0.3430630153483167,-0.0016923962966871587,-8.18790994593813e-17,-0.02212339802639796,-0.004037506891846594,2.196434286171132e-16,0.07990929539636066,1.5918354213633916,-0.008056266659542649,4.9899485777419693e-17,0.08211733071065148,-0.005158124573779816,-2.487873406853741e-18,0.12196865585357816,1.9352545126379463,-0.011965078250074979,-8.950083040949383e-19,0.09493226714833457,0.004504868042151238,4.7227523455722935e-18,0.10326033241302626
0.04392139197026865,0.07988120231450671,0.12355456993505477,0.3759692414681378,-0.0014854007273965818,-8.07627545089042e-17,-0.014668711509225852,-0.00447817161582088,1.5230317908878822e-16,0.07991638354157356,1.6606295552752748,-0.008512174245135878,1.120571237240691e-17,0.08781879893192669,-0.005350992812715674,1.0502549572680732e-18,0.12063834567042768,1.9055620717480308,-0.01256795654249495,-5.17791151965565e-18,0.09892082407670055,0.004605158064378405,4.356085032126772e-18,0.09651215108782005
0.05462019257841101,0.09933944390393784,0.1536511959448758,0.41285009979409304,-0.0014110317689311625,9.797210358171386e-18,-0.006410078643293836,-0.004859368707672436,2.501797763506038e-18,0.07975805417337997,1.7145553911019924,-0.008970578081948474,3.5404613939679905e-17,0.0925255457446955,-0.0055095025523178845,9.176865785980711e-19,0.11849957930006716,1.8738410734536948,-0.01299081266869396,-9.825740597080563e-19,0.10119419521057839,0.0043109780444984345,1.1702440478607156e-18,0.09187313424007951
0.0653189931865533,0.11879768549336885,0.18374782195469666,0.4531219210794603,-0.001455042476732592,1.1547974403643137e-18,0.002497810419790616,-0.005188420272064775,-3.24956631231347e-19,0.07946403491130616,1.7533370665092338,-0.009390168823483116,6.761602011167437e-18,0.09613092126369155,-0.005653874570990267,1.2446103755400323e-18,0.1158833576637606,1.8452777399843998,-0.013245847367372474,-2.6678270701996494e-19,0.10214641843665999,0.0037619899760337762,-2.277431326280631e-18,0.08924460252382413
0.07601779379469567,0.13825592708279996,0.2138444479645177,0.49613054846475974,-0.0016037257272399647,1.980375005067898e-17,0.011894207499896408,-0.005471256994036622,3.363867698840855e-19,0.07905910133128634,1.77775785352802,-0.009743736248444506,1.9283482200167046e-18,0.09864277578115335,-0.005797556726300963,9.545082792693184e-19,0.11305560631017124,1.822117035854634,-0.013349459357703044,5.970736662472308e-18,0.10207885837143776,0.0030488274314394432,-1.4205654027500683e-18,0.08833734139356607
0.08671659440283803,0.1577141686722311,0.24394107397433876,0.5411707346431521,-0.001843465404566976,1.937356717508333e-18,0.02161512285835065,-0.0057129571447008375,-1.0084518205028383e-18,0.07856405222663654,1.7892354532511918,-0.010015836861822235,1.35807822004587e-18,0.10013972600037419,-0.005948512878275201,8.982311856994296e-20,0.11021559523779939,1.8055114718169363,-0.013314431276807578,4.781818822886133e-19,0.10118696253758998,0.002227389760582018,-2.541768270641035e-19,0.08887804857410125
0.0974153950109804,0.17717241026166222,0.2740376999841598,0.5875064742798762,-0.0021606368405647646,-1.9581147435398777e-17,0.03149658340818794,-0.00591801445610006,-1.4931872199127349e-18,0.07799637849014691,1.7894915306017771,-0.010199942843089187,4.315521667282373e-18,0.10073774846060554,-0.006110713253049575,-2.0244992166691768e-18,0.1075033691793639,1.7964642312717234,-0.01315015527935948,-5.477409263093969e-19,0.09959649366566174,0.0013328153320934163,2.997721595462057e-18,0.09065661677027433
0.10811419561912278,0.19663065185109335,0.3041343259939808,0.6343912725120243,-0.002541670633340516,1.2729343109433307e-17,0.0413778857475701,-0.006090480061346159,4.416779743141746e-20,0.0773708744747184,1.7803330355444764,-0.010295861251532038,1.8058522772577283e-17,0.10056770336593722,-0.006285472691740479,-2.969466869342132e-20,0.10501111410510587,1.7962403740094413,-0.012865505419923606,9.374413608145389e-20,0.09740307642682393,0.00038945298073735405,-4.962624008820325e-19,0.09351454154848732
0.11881299622726507,0.21608889344052437,0.3342309520038017,0.6810874499330999,-0.0029731918375699427,-6.06682356384706e-18,0.05110467008256886,-0.006234042390683502,-1.6607487939094746e-18,0.07670019053874289,1.763528876218949,-0.010307745974119613,2.220827104288532e-19,0.09976201193062736,-0.0064724829315201534,4.363341308050593e-19,0.10279479911833489,1.8064627768707444,-0.012472457750989251,3.5169995058238047e-19,0.09470544893883291,-0.0005823463525644098,1.0130376713000494e-18,0.09731333590309992
0.12951179683540742,0.2355471350299555,0.36432757801362275,0.7268837383655541,-0.003442187983660282,-5.296283052578567e-18,0.06053170402575034,-0.006352075272157661,-3.934639164869622e-19,0.07599529667331158,1.7407546081733487,-0.010242727383536659,2.487916010006626e-18,0.09844789648504408,-0.006670523029966517,-6.322136149004642e-20,0.10088420329219154,1.8289550476323118,-0.011989800119381552,-2.18838038167455e-18,0.09163210219069048,-0.0015615006919625057,1.8668775354029194e-18,0.10189585078517434
