ka,ecs0,f1x0,f1y0,f1z0,f2x0,f2y0,f2z0,ecs1,f1x1,f1y1,f1z1,f2x1,f2y1,f2z1,ecs2,f1x2,f1y2,f1z2,f2x2,f2y2,f2z2
0.09491216476102093,0.00025632361006228376,-2.361121606031427e-05,-4.5599791299757844e-17,0.010673913279153714,-2.3611216060315213e-05,2.6213692942003115e-16,-0.010673913279149273,0.0002491069214031885,-2.2934166277178818e-05,-2.7894713625787266e-17,0.0014545300811526177,-2.29341662770845e-05,-9.933886899704482e-15,-0.001454530081163828,0.0002448874394555986,-2.2567288292426562e-05,1.6037519644128283e-18,0.0003000879932758125,-2.256728829242657e-05,8.01669141873358e-19,-0.00030008799327656017
0.25417155986849677,0.01224093187855669,-0.0011286013476583406,-3.414914402049504e-16,0.011593820623121675,-0.0011286013476583953,-7.64064621958577e-16,-0.011593820623125249,0.011472860547293582,-0.0010611846896596768,-2.9541123035044425e-17,0.0018917551503230582,-0.0010611846896596744,3.572711181398462e-18,-0.001891755150323442,0.010489773139021776,-0.0009782985813589038,1.786143895118323e-18,0.0005332053210416762,-0.000978298581358898,3.57532843914263e-18,-0.000533205321041694
0.41343095497597254,0.0749621158878912,-0.00690981768378223,-1.764356318278493e-16,0.01344887390156153,-0.00690981768378172,1.1189268325700694e-15,-0.01344887390157229,0.0657695874748622,-0.006124762815349092,6.579090892610429e-17,0.002758454480918781,-0.006124762815349082,2.7629737892491715e-18,-0.0027584544809190247,0.05318158512097252,-0.005053561742867923,-3.9641328296536727e-22,0.0006939213233694699,-0.005053561742867933,-8.791769512803716e-20,-0.0006939213233694696
0.5726903500834484,0.2284985892530614,-0.020980004010263432,-3.7544776857531767e-16,0.015778702088713417,-0.020980004010264702,2.1224062163263793e-15,-0.015778702088707387,0.1824518503454917,-0.01710981667115114,1.00042208009811e-17,0.0031176579816096384,-0.017109816671151138,1.0295367415085335e-17,-0.003117657981609608,0.13035386064612253,-0.01254550443689587,-3.708216407408894e-19,-0.0004504142390642431,-0.01254550443689586,6.770525377467154e-18,0.0004504142390642421
0.7319497451909242,0.4760730320656498,-0.04329774888917262,-5.879558067151515e-16,0.01701821227398501,-0.04329774888917448,1.2330252237436023e-15,-0.01701821227397808,0.33812375092269514,-0.031848716865190335,9.103540950723615e-18,0.0010391771453609705,-0.03184871686519048,1.407539236546796e-17,-0.00103917714536109,0.24100430020373595,-0.022675991399409366,-4.702469755477402e-19,-0.0026461502751178134,-0.022675991399409342,1.4427360515491884e-17,0.0026461502751178104
0.8912091402983999,0.7656470803108599,-0.06855078248120998,4.9863247268477095e-17,0.014616852840366944,-0.06855078248120988,4.248260816791031e-18,-0.014616852840366797,0.48702669417364974,-0.04546601860299425,5.6962964782408085e-18,-0.0038694823187061184,-0.04546601860299425,-6.356491571698765e-19,0.003869482318706129,0.4166083037952707,-0.036926166526988144,-1.837907364097767e-18,-0.002645280367715091,-0.0369261665269881,8.497871811932993e-18,0.0026452803677151004
1.050468535405876,1.0111578940010917,-0.08855853413120207,-1.8292793377852415e-17,0.0064953719779069176,-0.08855853413120172,6.5030778594388346e-18,-0.0064953719779066,0.6182549715318173,-0.05541529362941447,1.1604125740735586e-17,-0.008018862380690949,-0.055415293629414476,1.8627348356928693e-17,0.008018862380690965,0.6729164824029671,-0.05593176006695642,1.2112669093764588e-17,0.001255470877387931,-0.0559317600669564,-9.89350109430634e-19,-0.0012554708773879224
1.2097279305133517,1.148058276048574,-0.09736485971625561,8.329211965413489e-17,-0.006118664313502451,-0.09736485971625543,2.2410637145818913e-17,0.006118664313502308,0.7547013359426871,-0.06267519368442713,6.979612626462531e-17,-0.0076064544722451765,-0.06267519368442714,9.087399785128213e-18,0.0076064544722451895,0.971424809355363,-0.07594033042631365,6.4081021279200855e-18,0.006467320529412238,-0.07594033042631364,-2.757182557053784e-18,-0.006467320529412223
1.3689873256208274,1.1793058921129629,-0.09497208240884215,7.488055697979548e-17,-0.018172439877722373,-0.0949720824088428,6.4129860770685515e-18,0.018172439877722272,0.911387444677473,-0.06857768701699875,-4.8772756439035016e-18,-0.002424198659153267,-0.0685776870169988,8.374170033130119e-18,0.0024241986591532834,1.2313503353199837,-0.09076533202532575,1.0483678465557403e-17,0.007105165725262183,-0.0907653320253257,8.622025715898173e-18,-0.007105165725262176
1.5282467207283033,1.1579637060340326,-0.08616167098404022,2.858437076308723e-17,-0.025218972319165867,-0.08616167098404019,1.8678515371954208e-17,0.025218972319165714,1.0943638682965497,-0.07409718623081533,1.4695557868646918e-17,0.005069745189713161,-0.07409718623081528,1.0382172970049901e-17,-0.005069745189713144,1.3561457028000665,-0.09469112641134994,1.1647924669165207e-17,0.00020437585577177776,-0.09469112641134995,1.3409865933475789e-17,-0.00020437585577177193
1.687506115835779,1.1369673637371231,-0.07632386902512629,9.458458433908625e-18,-0.026181983257630166,-0.07632386902512678,8.040686179786338e-18,0.02618198325763011,1.3053348180615372,-0.08048823053015891,4.9481968781097114e-18,0.011355056213585605,-0.08048823053015892,4.066365400745694e-18,-0.01135505621358559,1.3331164666620594,-0.0870500615600702,1.0955856336511835e-17,-0.006870022377783014,-0.0870500615600702,1.222375093567718e-17,0.00687002237778302
1.846765510943255,1.151313282666269,-0.0693354224710739,2.788562231000485e-18,-0.022153327143798265,-0.06933542247107406,5.082666367247374e-18,0.022153327143798272,1.5246010283830056,-0.08801398946642015,7.167620696784566e-18,0.013756030524897154,-0.08801398946642011,5.076186750816084e-18,-0.013756030524897144,1.2882619701116964,-0.07619211617795942,1.1099133879592529e-17,-0.0051611375274252524,-0.07619211617795942,1.5729603227082206e-17,0.005161137527425266
2.006024906050731,1.2205850999947245,-0.06742795685310875,5.002732681948944e-18,-0.015115860985412682,-0.06742795685310878,-5.3471005910403205e-18,0.01511586098541268,1.7124101417223998,-0.09488545957745861,1.1424454839127522e-17,0.012270661609853756,-0.09488545957745853,4.577184165716716e-18,-0.01227066160985375,1.3455115857019462,-0.07169257112274514,1.1078923555212152e-17,0.004099802527605935,-0.07169257112274512,1.2423295507702878e-17,-0.004099802527605913
2.1652843011582066,1.3409653061135878,-0.07053350502829044,8.220074110066713e-18,-0.007461795916602089,-0.07053350502829038,5.0183896352399215e-18,0.007461795916602115,1.8428560187878014,-0.09920589627613073,8.751352870798108e-18,0.008814327328081954,-0.09920589627613073,1.1346239822374941e-17,-0.008814327328081947,1.4781762352500305,-0.0735492618046329,2.1081271388662735e-18,0.011656547122980124,-0.0735492618046329,3.5816854433560886e-18,-0.011656547122980108
2.3245436962656822,1.483010983442646,-0.07597461932452385,4.1611187088966404e-18,-0.001018735037763124,-0.07597461932452385,9.779072430125733e-18,0.0010187350377631437,1.9141742984303247,-0.1003792442348534,1.1531414691687225e-17,0.004903129396404341,-0.1003792442348534,1.742589940932002e-17,-0.0049031293964043356,1.5635980298721368,-0.0743390245989044,2.2090431698515907e-18,0.012435697834620014,-0.07433902459890437,1.0320552551861417e-17,-0.01243569783462001
2.4838030913731584,1.6189739915782395,-0.08088359258559823,9.73448476611558e-18,0.003942209812227409,-0.08088359258559827,1.5230922589710812e-17,-0.003942209812227385,1.9360537568191023,-0.09865142288061274,1.1840594508403814e-17,0.001284072418571953,-0.09865142288061274,1.1920882938099724e-17,-0.0012840724185719434,1.5445796499641447,-0.07039649795028585,1.3581894159246416e-17,0.008219094482801535,-0.0703964979502858,7.438568332643478e-18,-0.008219094482801535
2.643062486480634,1.743104192005737,-0.08458090994659458,2.229132622034765e-17,0.008031792253101864,-0.08458090994659453,4.699054411932634e-18,-0.008031792253101843,1.923867508559944,-0.09484775682883115,8.584188950503104e-18,-0.0012538890243279414,-0.09484775682883112,9.324211242156964e-18,0.0012538890243279468,1.4281282572197658,-0.06229348588907927,6.1594352522026744e-18,0.0019002566201200574,-0.06229348588907925,1.035167032681206e-17,-0.001900256620120059
2.8023218815881097,1.8593126600236942,-0.08797871830178983,9.132921465559397e-18,0.011451768845248858,-0.08797871830178985,6.028366599695052e-18,-0.011451768845248855,1.8932403629232726,-0.09015605448581156,1.107515632396779e-17,-0.002232539410273277,-0.09015605448581154,1.9709166379277302e-17,0.002232539410273286,1.235190473932468,-0.051607141828106703,4.916080864087546e-18,-0.004118182856625985,-0.051607141828106703,3.870155133937203e-18,0.004118182856625987
