ord,ecs,f1x,f1y,f1z,f2x,f2y,f2z,f3x,f3y,f3z
4.0,10.872195574308789,0.9080778707031851,-2.0120512520988718e-16,0.0791378063622552,-0.9080778707031852,-1.1499642748718512e-16,0.07913780636225516,1.410485008932916e-16,2.2891683456544326e-16,-0.8069731994406135
5.0,10.878968105414074,0.8739360019025297,-2.4096780631793714e-16,0.06140541755176573,-0.8739360019025301,-5.321091546282543e-17,0.061405417551765304,-3.4455149777632894e-17,4.3196587025958287e-17,-0.7792083621327814
6.0,11.747424680879087,0.359558594887895,-6.278464986362104e-18,0.6811953324840113,-0.35955859488789527,-1.7115175668763317e-16,0.6811953324840113,-9.17995306877457e-17,3.213019410766509e-17,-1.2386676701417512
7.0,11.74743722387937,0.35964738820472786,-4.884400767509782e-17,0.6811965785269065,-0.3596473882047278,-1.3875242259722678e-16,0.6811965785269065,5.5347443288240325e-17,1.2031510303755296e-16,-1.2386755935547877
8.0,11.242440877225148,0.17110248544906975,-5.1510967607657884e-17,0.9381371765183173,-0.17110248544906934,1.8445011121638585e-16,0.938137176518316,1.7364136542148776e-16,1.670818473885643e-16,-1.1812456059566627
9.0,11.242441048921888,0.1711035052421439,1.8379512231740472e-16,0.9381375922821178,-0.1711035052421435,-4.752081288231596e-17,0.9381375922821166,-4.487750408024743e-16,1.6321306503989312e-16,-1.181246042541979
10.0,11.168269174700264,0.2344383599975936,3.926091681039727e-16,0.9199503322631891,-0.23443835999759255,3.3489717515979862e-15,0.9199503322631924,-6.989160225646085e-16,5.618650091618075e-16,-1.184730620364913
11.0,11.168269177259058,0.23443836640510513,-1.218976679040475e-14,0.9199503351018561,-0.23443836640510457,-6.8396758032982676e-15,0.9199503351018974,-5.540886131786903e-16,-4.912232694482809e-16,-1.1847306264767
12.0,11.173747442819748,0.23531190579148537,3.3577206352550684e-14,0.9171476019219716,-0.23531190579143016,-8.215588235681204e-16,0.9171476019220561,-3.655162528898565e-15,1.5118237120821892e-15,-1.1842047805925888
