ord,ecs,f1x,f1y,f1z,f2x,f2y,f2z
4.0,7.255481883916203,-0.8293925939260781,8.60948990017884e-18,-1.7099350681972543e-16,0.8293925939260783,3.269002958375532e-17,-1.709935068197255e-16
5.0,7.257601436887807,-0.8008928050291838,-1.5478529480966262e-17,-1.7070849237535008e-16,0.8008928050291835,-4.879800053031021e-17,-1.7070849237534994e-16
6.0,8.826971947265928,-0.47905481491275326,3.269365227688969e-17,-2.746613701104919e-16,0.4790548149127532,-7.484541670558121e-17,-2.7466137011049196e-16
7.0,8.82699245238139,-0.47917546603405126,3.917614380340955e-17,-2.746712033422267e-16,0.4791754660340513,-2.6117913815965482e-17,-2.7467120334222687e-16
8.0,8.997922301555963,-0.4041496164112322,3.136995510087171e-17,-2.8404672719181314e-16,0.4041496164112325,3.991983925282145e-18,-2.840467271918131e-16
9.0,8.997922399497241,-0.4041504104740906,3.6822024248966336e-17,-2.8404681068623078e-16,0.40415041047409045,7.006142511800587e-18,-2.8404681068623137e-16
10.0,9.007335146300194,-0.40058925074596613,3.917723845480005e-16,-2.836478170572789e-16,0.40058925074596585,-1.1011459792691379e-16,-2.8364781705728153e-16
11.0,9.00733514757385,-0.4005892544946723,-1.2166489255654675e-15,-2.8364781771136165e-16,0.40058925449466865,-2.036469842952468e-16,-2.836478177113601e-16
12.0,9.007654421556374,-0.40057820104078684,-1.3139016386793956e-14,-2.835397870716571e-16,0.40057820104082037,3.564936516943772e-15,-2.8353978707165983e-16
