dl,ecs,f1x,f1y,f1z,f2x,f2y,f2z
0.13201450151057403,15.71328299517128,-53.15222075700385,4.4687128606885e-09,-1.439060673641186e-16,53.152220778190376,-6.818927819094345e-09,-1.439074434238445e-16
0.16423905767337654,19.135957210571142,-40.96790226232973,-8.309472256710283e-10,-2.710580351571317e-18,40.96790226018508,-4.699682913419967e-09,-2.71768948447935e-18
0.19646361383617914,21.95306417409222,-34.90885693621691,-5.283701968396921e-10,2.1032053094657892e-17,34.908856950608886,2.7242545205704855e-08,2.1029473032725294e-17
0.22868816999898164,24.488503293719848,-30.652276735878047,-7.44037829971806e-10,3.531813013497023e-17,30.652276679719442,-6.23750723457612e-09,3.53181752637287e-17
0.2609127261617842,26.90232269177955,-27.031087412083153,8.938757156301064e-11,4.964213297250535e-17,27.03108741116196,6.650489513833387e-12,4.9642125372197145e-17
0.29313728232458675,29.29327022768168,-23.488284344573668,6.824958835586392e-11,6.599401748102471e-17,23.48828434510556,1.764137747882063e-12,6.599401824085229e-17
0.32536183848738925,31.724517020653188,-19.672718809225174,-1.3243975788926002e-10,8.577216834300146e-17,19.67271880931538,-1.6816877002924515e-12,8.577216762146623e-17
0.3575863946501918,34.230127566151396,-15.325522310760618,6.623905417695299e-11,1.1125801442247537e-16,15.325522310915902,4.2807533147287344e-13,1.1125801446609657e-16
0.3898109508129944,36.81172207882433,-10.249757944965472,3.619415699804751e-12,1.4648561467683708e-16,10.249757945030149,5.175099925180839e-13,1.4648561470163902e-16
0.42203550697579684,39.42821322995407,-4.322432135426278,1.4626638677560885e-11,1.9806221446657275e-16,4.322432135366771,3.660526262138302e-13,1.9806221444946768e-16
0.45426006313859935,41.98179456136323,2.460650627518931,4.2729085082741486e-11,2.757897740897562e-16,-2.4606506276173112,2.031356250519387e-13,2.75789774128029e-16
0.486484619301402,44.307457533606794,9.916395733816689,-1.4231257922929363e-12,3.925342098374012e-16,-9.9163957338417,3.9592404696186815e-14,3.9253420981061483e-16
0.5187091754642045,46.17963682025397,17.60982430039615,-2.3166254150924965e-12,5.624985313647109e-16,-17.609824300414374,-7.753462745648056e-15,5.624985313637858e-16
0.550933731627007,47.351972542881654,24.84885799495793,-7.756725323324433e-12,7.973096374031768e-16,-24.84885799496373,-2.6362448144239214e-14,7.973096374251675e-16
