ka,cs,fx,fy,fz
4.097315436241611,9.290839208056097,1.0135138707167458e-09,1.0135138707167458e-09,-1.4333315862450363e-09
4.124161073825503,9.882288213940697,1.1221401682315294e-09,1.1221401682315294e-09,-1.5869530687163938e-09
4.151006711409396,9.675202846660131,1.1391148086428528e-09,1.1391148086428528e-09,-1.6109589446788953e-09
4.177852348993289,8.584948307853727,1.0367315120245526e-09,1.0367315120245526e-09,-1.4661664389353633e-09
4.204697986577181,7.148358821302258,8.709053955399832e-10,8.709053955399831e-10,-1.2316518284805549e-09
4.231543624161073,5.905832206108429,7.129208956133377e-10,7.129208956133376e-10,-1.0082269889942943e-09
4.258389261744966,5.02451308897539,5.922191221246762e-10,5.922191221246762e-10,-8.375281268911598e-10
4.285234899328859,4.452266894825215,5.079822081266903e-10,5.079822081266902e-10,-7.183985983769281e-10
4.3120805369127515,4.094799324866684,4.5094978240412847e-10,4.5094978240412847e-10,-6.377422012715667e-10
4.338926174496644,3.8768352550766783,4.125390144137528e-10,4.125390144137528e-10,-5.834209249642174e-10
4.365771812080537,3.7482747179199016,3.8660911589485366e-10,3.8660911589485366e-10,-5.4675034388082e-10
4.39261744966443,3.6775496448667693,3.690911303680276e-10,3.690911303680276e-10,-5.21976058389072e-10
4.419463087248323,3.6449677654595543,3.573394955643441e-10,3.573394955643442e-10,-5.053566614170068e-10
4.446308724832215,3.6381537824565977,3.4962799252191373e-10,3.496279925219137e-10,-4.944508995843408e-10
4.473154362416107,3.6492248952925688,3.448163161067157e-10,3.4481631610671563e-10,-4.876461305644395e-10
4.5,3.673088314894459,3.4213993613744116e-10,3.4213993613744116e-10,-4.838611404842921e-10
