ord,ecs,f1x,f1y,f1z
3.0,0.012420035218099609,0.0,0.0,0.0
4.0,0.025725264364458596,0.0,0.0,0.0
5.0,0.025725264364458596,0.0,0.0,0.0
6.0,0.035205177105471476,0.0,0.0,0.0
7.0,0.035205177105471476,0.0,0.0,0.0
8.0,0.03687446530953823,0.0,0.0,0.0
9.0,0.03687446530953823,0.0,0.0,0.0
10.0,0.0402197591635499,0.0,0.0,0.0
11.0,0.0402197591635499,0.0,0.0,0.0
12.0,0.076414570095584,0.0,0.0,0.0
13.0,0.076414570095584,0.0,0.0,0.0
14.0,0.18189827649174248,0.0,0.0,0.0
15.0,0.18189827649174248,0.0,0.0,0.0
16.0,0.34316604026563363,0.0,0.0,0.0
