dl,ecs,f1x,f1y,f1z,f2x,f2y,f2z,f3x,f3y,f3z
0.13368162261831595,50.35940466676859,2.9092372817235015,-2.355776350363378e-16,0.0,-2.9092372817234984,-1.177888175181689e-16,0.0,1.5781472803662284e-15,-1.1025031371287112e-16,0.0
0.1509767919522613,51.231304710191864,0.7707303449352736,-1.0012049489044356e-15,0.0,-0.7707303449352721,2.4146707591224626e-15,0.0,8.832413117919477e-16,-9.776730166366515e-16,0.0
0.16827196128620667,51.16399951890091,-1.4708429866983608,1.5312546277361957e-15,0.0,1.470842986698365,-8.245217226271822e-16,0.0,1.1995540529624005e-15,-9.318177340579185e-16,0.0
0.185567130620152,50.155539259390274,-3.6746867541210864,7.067329051090133e-16,0.0,3.674686754121084,-1.2956769926998578e-15,0.0,7.436706123055031e-16,-8.0483709397299945e-16,0.0
0.2028622999540974,48.264871962599706,-5.733076742856932,5.889440875908445e-16,0.0,5.73307674285693,2.355776350363378e-16,0.0,1.0094124019274017e-16,-6.628638034426979e-16,0.0
0.2201574692880428,45.60163498340291,-7.5481154796227985,7.067329051090133e-16,0.0,7.5481154796227985,-2.355776350363378e-16,0.0,4.681206325400916e-16,-2.961443032808481e-16,0.0
0.23745263862198818,42.31844634456382,-9.033177681339371,7.067329051090133e-16,0.0,9.033177681339374,-9.423105401453512e-16,0.0,1.2119073216159645e-15,2.2354800472162702e-17,0.0
0.25474780795593355,38.598361326782104,-10.122673774242635,9.423105401453512e-16,0.0,10.122673774242637,-4.711552700726756e-16,0.0,-1.8008084471154057e-16,-3.083753048740712e-16,0.0
0.27204297728987886,34.6366433424909,-10.781988517630955,1.177888175181689e-15,0.0,10.781988517630955,9.423105401453512e-16,0.0,6.037465369927897e-16,-3.139600418198584e-16,0.0
0.2893381466238243,30.620117035345697,-11.01253547668717,1.8846210802907024e-15,0.0,11.012535476687171,-2.355776350363378e-16,0.0,6.225875980091284e-16,-5.036085768471193e-16,0.0
0.3066333159577696,26.709164592998476,-10.849750672166099,4.711552700726756e-16,0.0,10.849750672166099,-2.355776350363378e-16,0.0,7.93591745011715e-16,-7.344399582251633e-16,0.0
0.323928485291715,23.02654225508747,-10.354871044907048,9.423105401453512e-16,0.0,10.354871044907048,-7.067329051090133e-16,0.0,-7.592970444005639e-16,-3.091284360932057e-16,0.0
0.3412236546256604,19.654479185084487,-9.603447831020635,1.8846210802907024e-15,0.0,9.603447831020631,-7.067329051090133e-16,0.0,-4.371320486065965e-17,-3.9785618388746315e-18,0.0
0.3585188239596057,16.63868732490345,-8.673991911132292,9.423105401453512e-16,0.0,8.673991911132292,0.0,0.0,5.725793231944202e-17,-3.179176896597126e-17,0.0
0.37581399329355103,13.996326645632783,-7.6391878807584135,7.067329051090133e-16,0.0,7.6391878807584135,-2.355776350363378e-16,0.0,-2.3734817288493694e-16,-1.3745376402157548e-16,0.0
0.39310916262749657,11.724923216567403,-6.560625077376557,7.067329051090133e-16,0.0,6.560625077376559,0.0,0.0,1.0969529673157993e-16,8.023593519596623e-17,0.0
0.4104043319614418,9.810160628595241,-5.486772817715135,4.711552700726756e-16,0.0,5.4867728177151385,0.0,0.0,1.938220395511096e-16,-4.535132549843828e-17,0.0
