dl,ecs,f1x,f1y,f1z,f2x,f2y,f2z
0.9375,3.511016928609116,0.0,0.0,-1.668973398448707,0.0,0.0,1.6689733984486947
0.952247191011236,3.754828217425846,0.0,0.0,-1.516786145073228,0.0,0.0,1.516786145073227
0.9669943820224719,3.9885268433625236,0.0,0.0,-1.3579447383144811,0.0,0.0,1.3579447383144738
0.9817415730337079,4.209448379857768,0.0,0.0,-1.1924701383084229,0.0,0.0,1.192470138308329
0.9964887640449439,4.414989020135604,0.0,0.0,-1.0204719139374077,0.0,0.0,1.0204719139373515
1.0112359550561798,4.602632577593554,0.0,0.0,-0.8421448113518407,0.0,0.0,0.8421448113518373
1.0259831460674158,4.769978119819476,0.0,0.0,-0.6577699466969029,0.0,0.0,0.6577699466968684
1.0407303370786518,4.914768328163924,0.0,0.0,-0.467719743817393,0.0,0.0,0.4677197438173933
1.0554775280898878,5.034918695004499,0.0,0.0,-0.27246613165562256,0.0,0.0,0.2724661316556451
1.0702247191011236,5.128547688317972,0.0,0.0,-0.07259174184023928,0.0,0.0,0.07259174184025449
1.0849719101123594,5.194008022793744,0.0,0.0,0.13119603854888134,0.0,0.0,-0.13119603854891723
1.0997191011235954,5.229919171184936,0.0,0.0,0.3380482742341505,0.0,0.0,-0.3380482742341338
1.1144662921348316,5.235201218735112,0.0,0.0,0.5469551103754571,0.0,0.0,-0.5469551103754746
1.1292134831460676,5.2091100936225265,0.0,0.0,0.7567241090114148,0.0,0.0,-0.7567241090114287
1.1439606741573034,5.151274079640913,0.0,0.0,0.9659567944198488,0.0,0.0,-0.9659567944198503
1.1587078651685394,5.061731311814354,0.0,0.0,1.1730242285302577,0.0,0.0,-1.1730242285302515
1.1734550561797754,4.940967645862873,0.0,0.0,1.3760428801625553,0.0,0.0,-1.3760428801625475
1.1882022471910112,4.789953851641186,0.0,0.0,1.5728526312109086,0.0,0.0,-1.5728526312109086
1.202949438202247,4.61018048530422,0.0,0.0,1.7609994823719943,0.0,0.0,-1.7609994823720119
1.2176966292134832,4.403688032577039,0.0,0.0,1.9377263625732857,0.0,0.0,-1.9377263625732817
1.2324438202247192,4.173088997052072,0.0,0.0,2.0999763556386744,0.0,0.0,-2.099976355638672
1.247191011235955,3.921577584257552,0.0,0.0,2.244413526708233,0.0,0.0,-2.244413526708234
1.261938202247191,3.6529216167799685,0.0,0.0,2.367467179473294,0.0,0.0,-2.3674671794732918
1.2766853932584268,3.3714305019731783,0.0,0.0,2.4654055401303783,0.0,0.0,-2.465405540130377
1.291432584269663,3.0818927493143797,0.0,0.0,2.5344442044162347,0.0,0.0,-2.5344442044162365
1.3061797752808988,2.789477070845779,0.0,0.0,2.5708928199278738,0.0,0.0,-2.5708928199278755
1.320926966292135,2.4995929029040225,0.0,0.0,2.5713400722824398,0.0,0.0,-2.5713400722824415
1.3356741573033708,2.217709602361438,0.0,0.0,2.532871950136971,0.0,0.0,-2.5328719501369723
1.3504213483146066,1.9491387144744863,0.0,0.0,2.4533116942485007,0.0,0.0,-2.4533116942485007
1.3651685393258426,1.6987902888087876,0.0,0.0,2.331462538711266,0.0,0.0,-2.3314625387112664
1.3799157303370788,1.4709213737939157,0.0,0.0,2.167327689325129,0.0,0.0,-2.1673276893251305
1.3946629213483146,1.26890109767955,0.0,0.0,1.9622778022894634,0.0,0.0,-1.9622778022894627
1.4094101123595506,1.0950203107337386,0.0,0.0,1.7191364579744333,0.0,0.0,-1.7191364579744324
1.4241573033707866,0.950372884506375,0.0,0.0,1.4421601371175938,0.0,0.0,-1.4421601371175945
1.4389044943820224,0.8348294566410024,0.0,0.0,1.1369010975670164,0.0,0.0,-1.1369010975670195
1.4536516853932586,0.7471130376486037,0.0,0.0,0.8099577008610385,0.0,0.0,-0.8099577008610424
1.4683988764044944,0.6849713848199482,0.0,0.0,0.4686339483173412,0.0,0.0,-0.46863394831734245
1.4831460674157302,0.6454265113091915,0.0,0.0,0.12054428523002744,0.0,0.0,-0.12054428523002803
1.4978932584269664,0.6250705199408015,0.0,0.0,-0.22679235996097669,0.0,0.0,0.22679235996097577
1.5126404494382022,0.6203716740709219,0.0,0.0,-0.5663256140424352,0.0,0.0,0.566325614042439
1.5273876404494382,0.6279561173064355,0.0,0.0,-0.8917780865460213,0.0,0.0,0.8917780865460211
1.5421348314606742,0.6448379590279614,0.0,0.0,-1.1978587618225245,0.0,0.0,1.1978587618225223
1.5568820224719098,0.6685812357483987,0.0,0.0,-1.4803779836488378,0.0,0.0,1.4803779836488398
1.571629213483146,0.697388767751908,0.0,0.0,-1.7362701840492276,0.0,0.0,1.7362701840492285
1.5863764044943818,0.7301228009354538,0.0,0.0,-1.9635402418010512,0.0,0.0,1.9635402418010512
1.601123595505618,0.76626914703927,0.0,0.0,-2.1611544442712134,0.0,0.0,2.161154444271214
1.615870786516854,0.805859946116161,0.0,0.0,-2.3288978441647257,0.0,0.0,2.3288978441647252
1.6306179775280898,0.8493706150092496,0.0,0.0,-2.4672174813897536,0.0,0.0,2.4672174813897536
1.645365168539326,0.8976048871841679,0.0,0.0,-2.5770668463243087,0.0,0.0,2.577066846324309
1.660112359550562,0.9515790458824178,0.0,0.0,-2.659762308458275,0.0,0.0,2.6597623084582755
1.6748595505617978,1.0124133067776482,0.0,0.0,-2.716857887969078,0.0,0.0,2.71685788796908
1.6896067415730336,1.0812353696947232,0.0,0.0,-2.75004118888176,0.0,0.0,2.7500411888817613
1.7043539325842694,1.159098731427328,0.0,0.0,-2.761050707244963,0.0,0.0,2.7610507072449635
1.7191011235955056,1.2469165348503852,0.0,0.0,-2.751613031582115,0.0,0.0,2.7516130315821155
1.7338483146067418,1.3454104957586293,0.0,0.0,-2.723397509898431,0.0,0.0,2.7233975098984304
1.7485955056179776,1.4550737032139511,0.0,0.0,-2.6779855753720496,0.0,0.0,2.677985575372049
1.7633426966292134,1.5761457143084825,0.0,0.0,-2.616851918772967,0.0,0.0,2.6168519187729666
1.7780898876404492,1.7085982478181077,0.0,0.0,-2.5413549189429863,0.0,0.0,2.5413549189429863
1.7928370786516852,1.85212982931547,0.0,0.0,-2.452734081082739,0.0,0.0,2.452734081082739
1.8075842696629214,2.006167881463852,0.0,0.0,-2.3521126095862352,0.0,0.0,2.352112609586235
1.8223314606741572,2.169876937145264,0.0,0.0,-2.240503610182257,0.0,0.0,2.240503610182258
1.837078651685393,2.3421718470309,0.0,0.0,-2.1188187490262806,0.0,0.0,2.11881874902628
1.8518258426966292,2.521735037698125,0.0,0.0,-1.987878482575008,0.0,0.0,1.9878784825750084
1.866573033707865,2.7070370413046536,0.0,0.0,-1.8484232092003334,0.0,0.0,1.8484232092003328
1.881320224719101,2.8963596591920906,0.0,0.0,-1.7011248844482278,0.0,0.0,1.7011248844482276
