dl,ecs,f1x,f1y,f1z,f2x,f2y,f2z,f3x,f3y,f3z
0.13348164627363737,68.0803587483218,16.042624889325168,3.668950395862091e-06,8.167381061447154e-18,-16.0429140913914,1.099171386195922e-06,7.48102962329147e-18,7.425158624038381e-07,6.606477518834083e-07,-7.863005949089892e-17
0.1656897176638212,78.31866233218814,12.792481413142067,2.0016110819062456e-07,1.541271025280599e-16,-12.792480427233198,2.6428743337233816e-07,1.5411109396495563e-16,-2.985069026133486e-09,-1.932321062868604e-09,-9.824067468410641e-18
0.19789778905400507,85.78535642457776,9.710538500318126,1.3682698546287768e-07,2.9564562808282925e-16,-9.710542055325954,2.3940311764524854e-07,2.9566395395993416e-16,1.6924248543249666e-08,-1.3995299117765243e-09,3.752907078639303e-19
0.23010586044418896,89.88388706980437,6.2118079462172116,-7.836541637390644e-09,4.965203157915439e-16,-6.211807881046959,-6.028099131106899e-09,4.965196025072241e-16,2.593143628371071e-10,-2.3300188408773735e-11,2.56012333892352e-18
0.26231393183437274,90.283346119267,2.6526462592366804,4.182006135802479e-09,7.717996585969162e-16,-2.6526461937062287,9.302059416021542e-09,7.717996541420789e-16,-2.6000439164173364e-10,4.973558439455361e-11,2.8396415156911225e-18
0.29452200322455657,87.50190363355641,-0.4093053650128501,-3.021812088797824e-09,1.1213399686646226e-15,0.40930531061810616,7.229541968910983e-10,1.1213401813249798e-15,-5.688555427796663e-11,-5.947258042873975e-11,2.4605274304793245e-18
0.32673007461474046,82.7901698636526,-2.5509631618072897,2.695017442619228e-11,1.5344759956398541e-15,2.5509631594643953,2.3660113599694494e-10,1.5344759963431887e-15,-5.1729342324488485e-11,-1.9370980231505365e-11,1.722484415524064e-18
0.3589381460049243,77.54540086079489,-3.6572073496605864,6.049074826082329e-11,1.9973186070711296e-15,3.657207356327188,1.6536450706921285e-10,1.9973186095964433e-15,-3.098440536630793e-11,-8.073287406174122e-12,7.066323390876705e-19
0.39114621739510813,72.7932898700908,-3.8779489331545705,-9.778364332804878e-11,2.4993745647291586e-15,3.877948937747224,1.4452785204655824e-11,2.4993745636427185e-15,1.2210555210210683e-11,2.25594719128663e-11,-5.467454523661819e-19
0.4233542887852921,69.03912647114686,-3.483286227317468,8.806694589538878e-13,3.036075889090307e-15,3.4832862272201797,-3.794033449061925e-12,3.0360758891950224e-15,-3.847907892643148e-13,2.540586554405086e-13,-1.989732511792959e-18
0.45556236017547586,66.38376693455527,-2.746572613047635,1.3356826214138218e-12,3.608130586950771e-15,2.7465726131014074,1.1643835468877247e-11,3.608130587011546e-15,6.856527643754691e-13,-3.1855374500123016e-13,-3.556758142621647e-18
