ld,cs,t0
(8.807791164658635+0j),(1.6009851209606185+0j),(-0.01403497485683686-0.11763500472905511j)
(8.816867469879519+0j),(1.6332112560889265+0j),(-0.014288021654252333-0.11867549912033212j)
(8.825943775100402+0j),(1.6665352808811675+0j),(-0.014549583460398263-0.11974094154267859j)
(8.835020080321286+0j),(1.7010081859935955+0j),(-0.01482005047115783-0.12083218352405192j)
(8.84409638554217+0j),(1.736683970579795+0j),(-0.015099835730706007-0.12195011558670905j)
(8.853172690763053+0j),(1.7736198578798614+0j),(-0.015389376759814043-0.12309566947199459j)
(8.862248995983936+0j),(1.8118765290225647+0j),(-0.015689137321140606-0.12426982051672479j)
(8.87132530120482+0j),(1.8515183768151897+0j),(-0.015999609334813092-0.12547359019310184j)
(8.880401606425703+0j),(1.8926137814931006+0j),(-0.016321314959078185-0.1267080488251822j)
(8.889477911646587+0j),(1.9352354106209875+0j),(-0.016654808852443817-0.12797431849606533j)
(8.89855421686747+0j),(1.979460545586553+0j),(-0.017000680635594-0.12927357616125787j)
(8.907630522088354+0j),(2.0253714374075984+0j),(-0.017359557573450674-0.13060705698508304j)
(8.916706827309238+0j),(2.0730556948887027+0j),(-0.017732107500110627-0.13197605791852987j)
(8.925783132530121+0j),(2.122606708521563+0j),(-0.018119042012057395-0.13338194153866068j)
(8.934859437751005+0j),(2.1741241139267338+0j),(-0.018521119958060613-0.1348261401715548j)
(8.943935742971888+0j),(2.2277142990923817+0j),(-0.01893915125759138-0.13631016032282203j)
(8.953012048192772+0j),(2.2834909601861333+0j),(-0.019374001083464775-0.13783558744200528j)
(8.962088353413655+0j),(2.341575711306484+0j),(-0.01982659444882243-0.13940409104966883j)
(8.971164658634539+0j),(2.402098754213882+0j),(-0.02029792124359067-0.14101743025874375j)
(8.980240963855422+0j),(2.4651996148487947+0j),(-0.020789041771266614-0.14267745972472018j)
(8.989317269076306+0j),(2.531027954320856+0j),(-0.021301092843417167-0.14438613606261957j)
(8.99839357429719+0j),(2.5997444630568824+0j),(-0.021835294496751485-0.14614552477237072j)
(9.007469879518073+0j),(2.671521847945438+0j),(-0.022392957406189132-0.14795780771826045j)
(9.016546184738957+0j),(2.746545923636119+0j),(-0.022975491077175343-0.14982529121259194j)
(9.02562248995984+0j),(2.8250168206710287+0j),(-0.02358441291179999-0.15175041475859533j)
(9.034698795180724+0j),(2.9071503248763912+0j),(-0.024221358256298214-0.1537357605130253j)
(9.043775100401607+0j),(2.993179364464042+0j),(-0.02488809155254581-0.1557840635348106j)
(9.05285140562249+0j),(3.0833556636299893+0j),(-0.025586518733538365-0.15789822289258565j)
(9.061927710843374+0j),(3.177951584148509+0j),(-0.026318701022992243-0.16008131371104684j)
(9.071004016064258+0j),(3.2772621796072867+0j),(-0.02708687032258456-0.1623366002437899j)
(9.080080321285141+0j),(3.3816074905932414+0j),(-0.027893446397560296-0.16466755006869666j)
(9.089156626506025+0j),(3.4913351134102566+0j),(-0.028741056103145587-0.16707784951100318j)
(9.098232931726908+0j),(3.606823079904253+0j),(-0.02963255493126896-0.169571420408966j)
(9.107309236947792+0j),(3.728483091819427+0j),(-0.03057105120047677-0.17215243834745592j)
(9.116385542168675+0j),(3.856764159975697+0j),(-0.03155993326284627-0.17482535249582928j)
(9.125461847389559+0j),(3.9921567066355137+0j),(-0.032602900161579004-0.17759490719790677j)
(9.134538152610443+0j),(4.135197198956619+0j),(-0.033703996243560914-0.18046616547368358j)
(9.143614457831326+0j),(4.286473392688516+0j),(-0.03486765031458235-0.1834445346041205j)
(9.15269076305221+0j),(4.446630278617887+0j),(-0.03609872002373103-0.1865357939816895j)
(9.161767068273093+0j),(4.616376840120268+0j),(-0.03740254228078071-0.18974612541950656j)
(9.170843373493977+0j),(4.7964937490567285+0j),(-0.038784990650066326-0.19308214612009209j)
(9.17991967871486+0j),(4.98784214979093+0j),(-0.04025254083096257-0.19655094450959595j)
(9.188995983935744+0j),(5.191373708080159+0j),(-0.04181234553445288-0.20016011914305107j)
(9.198072289156627+0j),(5.408142133967263+0j),(-0.043472320304398536-0.20391782087828988j)
(9.20714859437751+0j),(5.639316426742851+0j),(-0.04524124211960665-0.20783279849696915j)
(9.216224899598394+0j),(5.886196137027809+0j),(-0.04712886295944335-0.2119144479161187j)
(9.225301204819278+0j),(6.150228997832713+0j),(-0.049146040934639444-0.21617286507582353j)
(9.234377510040161+0j),(6.433031345324896+0j),(-0.051304892092520385-0.22061890249907243j)
(9.243453815261045+0j),(6.736411833747676+0j),(-0.05361896662244454-0.22526422938581642j)
(9.252530120481929+0j),(7.062399050919149+0j),(-0.05610345393782133-0.23012139490727082j)
(9.261606425702812+0j),(7.413273765285112+0j),(-0.05877542202707243-0.23520389408471104j)
(9.270682730923696+0j),(7.791606687902917+0j),(-0.06165409758586468-0.24052623523586228j)
(9.27975903614458+0j),(8.200302819601514+0j),(-0.06476119481502123-0.24610400740571473j)
(9.288835341365463+0j),(8.642653683026614+0j),(-0.06812130245176398-0.2519539454028043j)
(9.297911646586346+0j),(9.122399021426816+0j),(-0.07176234066952195-0.2580939889481222j)
(9.30698795180723+0j),(9.643799893121448+0j),(-0.0757161020220343-0.2645433308866871j)
(9.316064257028112+0j),(10.211725517567306+0j),(-0.08001889372867889-0.2713224472378157j)
(9.325140562248995+0j),(10.831756753544681+0j),(-0.08471230242704283-0.27845309882375535j)
(9.334216867469879+0j),(11.510309732928365+0j),(-0.08984410720340263-0.2859582899729017j)
(9.343293172690762+0j),(12.254783957886339+0j),(-0.0954693724149253-0.2938621638551408j)
(9.352369477911646+0j),(13.0737401192531+0j),(-0.1016517587062352-0.3021898056820656j)
(9.36144578313253+0j),(13.977114030839376+0j),(-0.10846509884154548-0.3109669133120745j)
(9.370522088353413+0j),(14.976474410815886+0j),(-0.11599529459037217-0.32021927834417613j)
(9.379598393574296+0j),(16.08533376655329+0j),(-0.12434260181109566-0.329971997578496j)
(9.38867469879518+0j),(17.319523295869217+0j),(-0.13362438260260381-0.34024830194532457j)
(9.397751004016063+0j),(18.697644356491825+0j),(-0.14397841477558612-0.35106784366315213j)
(9.406827309236947+0j),(20.241610357965165+0j),(-0.155566857487798-0.3624442168653945j)
(9.41590361445783+0j),(21.97729327009883+0j),(-0.16858097294197313-0.37438139444143165j)
(9.424979919678714+0j),(23.935287147980034+0j),(-0.18324668873710862-0.38686863378153813j)
(9.434056224899598+0j),(26.151795021653903+0j),(-0.1998310378792977-0.3998732226335997j)
(9.443132530120481+0j),(28.669631427301624+0j),(-0.2186494055311588-0.41333018640311003j)
(9.452208835341365+0j),(31.539304241132108+0j),(-0.24007329480414888-0.4271277419297757j)
(9.461285140562248+0j),(34.82008524410432+0j),(-0.2645379162461846-0.44108684758708366j)
(9.470361445783132+0j),(38.58088071821727+0j),(-0.29254817223497553-0.454932675411374j)
(9.479437751004015+0j),(42.90054237556589+0j),(-0.324680335213979-0.46825528842642794j)
(9.488514056224899+0j),(47.8669720194815+0j),(-0.36157459292809974-0.48045645658787717j)
(9.497590361445782+0j),(53.57391402372959+0j),(-0.40391024490019733-0.4906798946001965j)
(9.506666666666666+0j),(60.113643191173836+0j),(-0.4523502942554056-0.49772432685418705j)
(9.51574297188755+0j),(67.56284379833947+0j),(-0.5074355342869494-0.4999447097728585j)
(9.524819277108433+0j),(75.95804159553113+0j),(-0.5694015321986815-0.4951600017453704j)
(9.533895582329317+0j),(85.25669865430883+0j),(-0.6378904354162299-0.4806102660375895j)
(9.5429718875502+0j),(95.28217577331776+0j),(-0.711545600421606-0.45304355082294484j)
(9.552048192771084+0j),(105.65808948800786+0j),(-0.7875318093961632-0.4090543467381423j)
(9.561124497991967+0j),(115.75299190632575+0j),(-0.8611377728034855-0.3458027024974474j)
(9.57020080321285+0j),(124.67755553850468+0j),(-0.9257730608835808-0.26213984936637647j)
(9.579277108433734+0j),(131.38753930844143+0j),(-0.9737490938991231-0.1598805680180048j)
(9.588353413654618+0j),(134.9162488432866+0j),(-0.9980092172445908-0.044573753930199855j)
(9.597429718875501+0j),(134.67521949040844+0j),(-0.9943428881867553+0.07500072599099898j)
(9.606506024096385+0j),(130.67363410752316+0j),(-0.9629758842631131+0.18882089553539452j)
(9.615582329317268+0j),(123.51865320186984+0j),(-0.9085309512341978+0.2882749761663012j)
(9.624658634538152+0j),(114.19517105764886+0j),(-0.8383694229148932+0.36811157769926506j)
(9.633734939759035+0j),(103.76200568189962+0j),(-0.7603391144254298+0.4268764991191045j)
(9.642811244979919+0j),(93.11632907673602+0j),(-0.6810466734888547+0.46607091951613977j)
(9.651887550200803+0j),(82.88987805777306+0j),(-0.6051114274575802+0.48882674621774724j)
(9.660963855421686+0j),(73.45330736904204+0j),(-0.5352156473040626+0.49875831640681023j)
(9.67004016064257+0j),(64.97407142181653+0j),(-0.47254360138653745+0.4992455770211477j)
(9.679116465863453+0j),(57.48440843746147+0j),(-0.41728905717558434+0.49311144778548416j)
(9.688192771084337+0j),(50.93795406305845+0j),(-0.36907473370866356+0.482554219385286j)
(9.69726907630522+0j),(45.24945688497581+0j),(-0.32724486379676265+0.4692074838655079j)
(9.706345381526104+0j),(40.31961111808017+0j),(-0.2910470582346227+0.45424516302058177j)
(9.715421686746987+0j),(36.04912931197476+0j),(-0.2597346135813356+0.43848893268712025j)
(9.724497991967871+0j),(32.34586282027921+0j),(-0.2326176796106749+0.4225005263230097j)
(9.733574297188754+0j),(29.127775597540047+0j),(-0.2090840888181739+0.40665456178585757j)
(9.742650602409638+0j),(26.323615364387052+0j),(-0.18860345380059165+0.391193291117166j)
(9.751726907630522+0j),(23.872409398916858+0j),(-0.17072281122492786+0.3762665716648046j)
(9.760803212851405+0j),(21.722436761392203+0j),(-0.1550585749490275+0.36196051343178903j)
(9.769879518072289+0j),(19.83003434158418+0j),(-0.14128739280310265+0.34831776503360323j)
(9.778955823293172+0j),(18.158420308906717+0j),(-0.1291372271294333+0.33535176113859083j)
(9.788032128514056+0j),(16.676619929675013+0j),(-0.11837925962766123+0.32305666765703506j)
(9.79710843373494+0j),(15.358524998253857+0j),(-0.10882083153582701+0.3114142870192024j)
(9.806184738955823+0j),(14.182090361891833+0j),(-0.10029943063879188+0.30039882631649223j)
(9.815261044176706+0j),(13.128657817916647+0j),(-0.09267764318699905+0.28998016766720847j)
(9.82433734939759+0j),(12.18239237619248+0j),(-0.08583895272445322+0.28012609110831194j)
(9.833413654618473+0j),(11.329814712741225+0j),(-0.07968426131293589+0.2708037662440233j)
(9.842489959839357+0j),(10.559414472959988+0j),(-0.0741290162799382+0.2619807344544764j)
(9.85156626506024+0j),(9.861330762905672+0j),(-0.06910083907792021+0.2536255371934135j)
(9.860642570281124+0j),(9.22708809106273+0j),(-0.06453756779282782+0.2457080994517966j)
(9.869718875502008+0j),(8.64937789272709+0j),(-0.06038563917046307+0.23819994490435495j)
(9.878795180722891+0j),(8.121877452872754+0j),(-0.056598748832396135+0.23107429641352037j)
(9.887871485943775+0j),(7.639099497176369+0j),(-0.05313673934992331+0.22430609951845187j)
(9.896947791164658+0j),(7.196266944790787+0j),(-0.0499646750674803+0.21787199524693712j)
(9.906024096385542+0j),(6.789208330636822+0j),(-0.04705207018725889+0.21175026063349286j)
(9.915100401606425+0j),(6.414270236926317+0j),(-0.044372242863441005+0.20592072971585162j)
(9.924176706827309+0j),(6.068243751807527+0j),(-0.04190177312875662+0.2003647038213638j)
(9.933253012048192+0j),(5.748302523763926+0j),(-0.03962004659022088+0.1950648571588681j)
(9.942329317269076+0j),(5.451950426779935+0j),(-0.03750886916084138+0.19000514175968047j)
(9.95140562248996+0j),(5.1769772128249585+0j),(-0.03555214078780427+0.18517069442330344j)
(9.960481927710843+0j),(4.921420821100107+0j),(-0.03373557831753233+0.1805477473498741j)
(9.969558232931726+0j),(4.683535250992548+0j),(-0.03204647940389154+0.17612354346227393j)
(9.97863453815261+0j),(4.461763098536891+0j),(-0.030473520798463067+0.171886256950952j)
(9.987710843373494+0j),(4.254712013068741+0j),(-0.02900658552627963+0.16782491925332857j)
(9.996787148594377+0j),(4.061134458644601+0j),(-0.027636614398952878+0.16392935046390097j)
(10.00586345381526+0j),(3.8799102692915834+0j),(-0.026355478091542286+0.16019009603002465j)
(10.014939759036144+0j),(3.7100315727304705+0j),(-0.025155866643366328+0.15659836849976277j)
(10.024016064257028+0j),(3.5505897274780396+0j),(-0.024031193763031367+0.1531459940362627j)
(10.033092369477911+0j),(3.400763976082299+0j),(-0.022975513745874667+0.14982536338680374j)
(10.042168674698795+0j),(3.2598115649852946+0j),(-0.021983449164977333+0.14662938698565234j)
(10.051244979919678+0j),(3.1270591210184384+0j),(-0.021050127788850036+0.14355145387255094j)
(10.060321285140562+0j),(3.0018951073194535+0j),(-0.020171127421015095+0.14058539411894916j)
(10.069397590361445+0j),(2.8837632087375074+0j),(-0.019342427558057238+0.13772544446912688j)
(10.078473895582329+0j),(2.7721565195405695+0j),(-0.018560366930548224+0.1349662169209452j)
(10.087550200803213+0j),(2.6666124252719636+0j),(-0.017821606131606257+0.1323026699900503j)
(10.096626506024096+0j),(2.5667080865527545+0j),(-0.01712309465542118+0.1297300824205499j)
(10.10570281124498+0j),(2.4720564460411647+0j),(-0.016462041766911763+0.1272440291242627j)
(10.114779116465863+0j),(2.382302691059469+0j),(-0.01583589070689855+0.12484035914886545j)
(10.123855421686747+0j),(2.297121113946732+0j),(-0.015242295807463786+0.12251517549259584j)
(10.13293172690763+0j),(2.21621232028038+0j),(-0.014679102151661568+0.1202648165993806j)
(10.142008032128514+0j),(2.1393007419703634+0j),(-0.014144327462207786+0.11808583938326231j)
(10.151084337349397+0j),(2.066132418068142+0j),(-0.013636145946708166+0.11597500364487272j)
(10.16016064257028+0j),(1.9964730111100784+0j),(-0.013152873863566665+0.11392925775539735j)
(10.169236947791164+0j),(1.9301060310683043+0j),(-0.012692956603967758+0.11194572549506993j)
(10.178313253012048+0j),(1.8668312426253515+0j),(-0.01225495711208399+0.11002169394380808j)
(10.187389558232931+0j),(1.8064632346150522+0j),(-0.011837545488612308+0.10815460233118766j)
(10.196465863453815+0j),(1.7488301331609597+0j),(-0.011439489642476366+0.10634203176165125j)
(10.205542168674699+0j),(1.6937724423606448+0j),(-0.011059646872531565+0.10458169573872125j)
(10.214618473895582+0j),(1.6411419983651077+0j),(-0.01069695627578439+0.10287143141911824j)
(10.223694779116466+0j),(1.5908010244328936+0j),(-0.010350431891324053+0.10120919153410482j)
(10.23277108433735+0j),(1.542621276039677+0j),(-0.010019156500166288+0.09959303692121987j)
(10.241847389558233+0j),(1.4964832664256174+0j),(-0.009702276010746044+0.0980211296147792j)
(10.250923694779116+0j),(1.4522755640976743+0j),(-0.009398994368106857+0.09649172644830827j)
(10.26+0j),(1.4098941547904933+0j),(-0.009108568932058298+0.0950031731263132j)
